word,sentence1,sentence2,same,ambiguity_type,mean_relatedness,distance_bert,distance_elmo
act,It was a desperate act.,It was a magic act.,False,Polysemy,2.181818182,0.204110265,0.034093499
act,It was a desperate act.,It was a comedic act.,False,Polysemy,2.0,0.215615511,0.045926571
act,It was a humane act.,It was a magic act.,False,Polysemy,2.818181818,0.191488087,0.042350948
act,It was a humane act.,It was a comedic act.,False,Polysemy,2.80952381,0.225271583,0.05770725
act,It was a desperate act.,It was a humane act.,True,Polysemy,3.9,0.167989969,0.041440308
act,It was a magic act.,It was a comedic act.,True,Polysemy,3.764705882,0.162387192,0.035784066
appeal,He had a universal appeal.,He had a legal appeal.,False,Polysemy,1.571428571,0.370739162,0.108166337
appeal,He had a universal appeal.,He had a pending appeal.,False,Polysemy,1.0,0.430851221,0.150558531
appeal,He had an undefinable appeal.,He had a legal appeal.,False,Polysemy,1.235294118,0.398581862,0.13264215
appeal,He had an undefinable appeal.,He had a pending appeal.,False,Polysemy,0.714285714,0.4461236,0.182452857
appeal,He had a universal appeal.,He had an undefinable appeal.,True,Polysemy,3.7,0.120313466,0.045355678
appeal,He had a legal appeal.,He had a pending appeal.,True,Polysemy,3.272727273,0.098901391,0.060672343
atmosphere,It was a tense atmosphere.,It was a gaseous atmosphere.,False,Polysemy,1.214285714,0.352736831,0.102721155
atmosphere,It was a tense atmosphere.,It was a polluted atmosphere.,False,Polysemy,1.846153846,0.256296635,0.068193078
atmosphere,It was a hostile atmosphere.,It was a gaseous atmosphere.,False,Polysemy,1.538461538,0.252422631,0.092967808
atmosphere,It was a hostile atmosphere.,It was a polluted atmosphere.,False,Polysemy,2.181818182,0.126936376,0.052345157
atmosphere,It was a tense atmosphere.,It was a hostile atmosphere.,True,Polysemy,4.0,0.129758179,0.037254393
atmosphere,It was a gaseous atmosphere.,It was a polluted atmosphere.,True,Polysemy,3.466666667,0.199588358,0.037874043
bail,He bailed out the prisoner.,He bailed out the water.,False,Homonymy,0.894736842,0.294229746,0.079534769
bail,He bailed out the prisoner.,He bailed out the liquid.,False,Homonymy,0.666666667,0.287322104,0.099640667
bail,He bailed out the defendant.,He bailed out the water.,False,Homonymy,0.75,0.443184912,0.110985637
bail,He bailed out the defendant.,He bailed out the liquid.,False,Homonymy,0.764705882,0.42926693,0.120074809
bail,He bailed out the prisoner.,He bailed out the defendant.,True,Homonymy,3.083333333,0.140995204,0.084383667
bail,He bailed out the water.,He bailed out the liquid.,True,Homonymy,3.083333333,0.126403391,0.065280318
band,It was a gold band.,It was a jazz band.,False,Homonymy,0.2,0.449524701,0.073461235
band,It was a gold band.,It was a country band.,False,Homonymy,0.384615385,0.455853581,0.076260746
band,It was a rubber band.,It was a jazz band.,False,Homonymy,0.333333333,0.482806385,0.080441296
band,It was a rubber band.,It was a country band.,False,Homonymy,0.1,0.484228253,0.089959681
band,It was a gold band.,It was a rubber band.,True,Homonymy,2.526315789,0.250876188,0.045372784
band,It was a jazz band.,It was a country band.,True,Homonymy,4.0,0.091263115,0.034426391
bank,He banked the plane.,He banked the money.,False,Homonymy,1.0,0.323924422,0.132879496
bank,He banked the plane.,He banked the cash.,False,Homonymy,0.733333333,0.273554802,0.136303425
bank,He banked the helicopter.,He banked the money.,False,Homonymy,0.6,0.350970745,0.146282852
bank,He banked the helicopter.,He banked the cash.,False,Homonymy,1.375,0.298910558,0.146447778
bank,He banked the plane.,He banked the helicopter.,True,Homonymy,3.333333333,0.052691579,0.030866385
bank,He banked the money.,He banked the cash.,True,Homonymy,3.533333333,0.071297884,0.015070319
barrier,There was a police barrier.,There was a language barrier.,False,Polysemy,1.333333333,0.270082295,0.092094541
barrier,There was a police barrier.,There was a religious barrier.,False,Polysemy,1.266666667,0.224227011,0.076318026
barrier,There was a concrete barrier.,There was a language barrier.,False,Polysemy,1.692307692,0.247155786,0.07921809
barrier,There was a concrete barrier.,There was a religious barrier.,False,Polysemy,1.727272727,0.197422087,0.060512066
barrier,There was a police barrier.,There was a concrete barrier.,True,Polysemy,2.923076923,0.11560303,0.063831151
barrier,There was a language barrier.,There was a religious barrier.,True,Polysemy,3.538461538,0.136045516,0.056087494
bat,He saw a furry bat.,He saw a wooden bat.,False,Homonymy,0.0,0.141213,0.037469864
bat,He saw a furry bat.,He saw a baseball bat.,False,Homonymy,0.5,0.220161021,0.048564672
bat,He saw a fruit bat.,He saw a wooden bat.,False,Homonymy,0.2,0.199045181,0.049907684
bat,He saw a fruit bat.,He saw a baseball bat.,False,Homonymy,0.083333333,0.269888878,0.064392745
bat,He saw a furry bat.,He saw a fruit bat.,True,Homonymy,3.55,0.117426872,0.030932486
bat,He saw a wooden bat.,He saw a baseball bat.,True,Homonymy,3.545454545,0.098202467,0.045940161
beam,He saw the laser beam.,He saw the wood beam.,False,Polysemy,1.142857143,0.312720001,0.051152468
beam,He saw the laser beam.,He saw the balance beam.,False,Polysemy,0.833333333,0.334815323,0.102861106
beam,He saw the bright beam.,He saw the wood beam.,False,Polysemy,0.555555556,0.237403274,0.073608041
beam,He saw the bright beam.,He saw the balance beam.,False,Polysemy,0.363636364,0.323186874,0.126451135
beam,He saw the laser beam.,He saw the bright beam.,True,Polysemy,3.545454545,0.14106673,0.063059807
beam,He saw the wood beam.,He saw the balance beam.,True,Polysemy,2.6,0.259652674,0.094416857
block,She had a toy block.,She had a mental block.,False,Polysemy,0.538461538,0.344962478,0.126269341
block,She had a toy block.,She had a writer's block.,False,Polysemy,0.133333333,0.74992314,0.089277864
block,She had a wooden block.,She had a mental block.,False,Polysemy,1.0,0.424544752,0.171375155
block,She had a wooden block.,She had a writer's block.,False,Polysemy,0.2,0.747714102,0.135741949
block,She had a toy block.,She had a wooden block.,True,Polysemy,3.8,0.149741769,0.077775836
block,She had a mental block.,She had a writer's block.,True,Polysemy,3.181818182,0.681398749,0.116603911
blood,He has coagulated blood.,He has noble blood.,False,Polysemy,1.6,0.421955585,0.150418937
blood,He has coagulated blood.,He has royal blood.,False,Polysemy,2.5,0.407098174,0.148918033
blood,He has thin blood.,He has noble blood.,False,Polysemy,2.222222222,0.315900445,0.075837672
blood,He has thin blood.,He has royal blood.,False,Polysemy,2.214285714,0.343109667,0.086559355
blood,He has coagulated blood.,He has thin blood.,True,Polysemy,3.631578947,0.238283217,0.115974247
blood,He has noble blood.,He has royal blood.,True,Polysemy,3.583333333,0.078508019,0.045944512
board,It was the ironing board.,It was the executive board.,False,Polysemy,0.066666667,0.376005471,0.122809231
board,It was the ironing board.,It was the school board.,False,Polysemy,0.416666667,0.306866348,0.126246154
board,It was the wooden board.,It was the executive board.,False,Polysemy,0.25,0.420134366,0.10416615
board,It was the wooden board.,It was the school board.,False,Polysemy,0.6,0.322381914,0.12045747
board,It was the ironing board.,It was the wooden board.,True,Polysemy,2.625,0.18104279,0.074928045
board,It was the executive board.,It was the school board.,True,Polysemy,3.666666667,0.236396194,0.067143738
book,He had a best-selling book.,He had a heavy book.,False,Polysemy,3.692307692,0.570299804,0.085380137
book,He had a best-selling book.,He had a leather-bound book.,False,Polysemy,3.357142857,0.269021332,0.070268571
book,He had a popular book.,He had a heavy book.,False,Polysemy,4.0,0.216969311,0.091368973
book,He had a popular book.,He had a leather-bound book.,False,Polysemy,3.818181818,0.615868211,0.103061438
book,He had a best-selling book.,He had a popular book.,True,Polysemy,4.0,0.498813987,0.04464519
book,He had a heavy book.,He had a leather-bound book.,True,Polysemy,3.75,0.516257912,0.095530927
break,He broke the glass.,He broke the law.,False,Polysemy,1.733333333,0.357050598,0.126903534
break,He broke the glass.,He broke the promise.,False,Polysemy,2.357142857,0.405449092,0.115515828
break,He broke the dish.,He broke the law.,False,Polysemy,2.3,0.427916944,0.191336215
break,He broke the dish.,He broke the promise.,False,Polysemy,2.3,0.477100194,0.155141354
break,He broke the glass.,He broke the dish.,True,Polysemy,4.0,0.132749021,0.09671092
break,He broke the law.,He broke the promise.,True,Polysemy,3.692307692,0.33742106,0.082362115
breakfast,They ate a pancake breakfast.,They ate a family breakfast.,False,Polysemy,3.785714286,0.067232728,0.018507063
breakfast,They ate a pancake breakfast.,They ate a lonely breakfast.,False,Polysemy,3.941176471,0.121421158,0.046943903
breakfast,They ate a nutritious breakfast.,They ate a family breakfast.,False,Polysemy,3.666666667,0.09598124,0.047627091
breakfast,They ate a nutritious breakfast.,They ate a lonely breakfast.,False,Polysemy,3.333333333,0.055151522,0.046446443
breakfast,They ate a pancake breakfast.,They ate a nutritious breakfast.,True,Polysemy,4.0,0.092728674,0.054914415
breakfast,They ate a family breakfast.,They ate a lonely breakfast.,True,Polysemy,3.8,0.090344608,0.033118784
call,They called the landlord.,They called the loan.,False,Polysemy,1.222222222,0.267129362,0.121238768
call,They called the landlord.,They called the debt.,False,Polysemy,1.3,0.379179537,0.13010782
call,They called the police.,They called the loan.,False,Polysemy,1.357142857,0.341154635,0.263126612
call,They called the police.,They called the debt.,False,Polysemy,1.0,0.464733362,0.304124057
call,They called the landlord.,They called the police.,True,Polysemy,3.866666667,0.191510439,0.170996845
call,They called the loan.,They called the debt.,True,Polysemy,3.076923077,0.148041427,0.068140984
cape,It was a red cape.,It was a rocky cape.,False,Homonymy,0.090909091,0.281921923,0.080481112
cape,It was a red cape.,It was an island cape.,False,Homonymy,0.181818182,0.380894959,0.073402226
cape,It was a flowing cape.,It was a rocky cape.,False,Homonymy,1.0,0.272568762,0.072089553
cape,It was a flowing cape.,It was an island cape.,False,Homonymy,0.428571429,0.364672005,0.081994772
cape,It was a red cape.,It was a flowing cape.,True,Homonymy,3.266666667,0.081663668,0.065949082
cape,It was a rocky cape.,It was an island cape.,True,Homonymy,2.866666667,0.092699349,0.054765403
case,It was a beer case.,It was a divorce case.,False,Homonymy,0.166666667,0.45721215,0.069611669
case,It was a beer case.,It was a criminal case.,False,Homonymy,0.4,0.469730914,0.093788862
case,It was a display case.,It was a divorce case.,False,Homonymy,0.25,0.49239856,0.092166007
case,It was a display case.,It was a criminal case.,False,Homonymy,0.363636364,0.471332073,0.091340482
case,It was a beer case.,It was a display case.,True,Homonymy,1.75,0.209219635,0.053949893
case,It was a divorce case.,It was a criminal case.,True,Homonymy,3.928571429,0.138578296,0.065858305
cast,She cast a shadow.,She cast a spear.,False,Polysemy,0.909090909,0.222672522,0.137296617
cast,She cast a shadow.,She cast a stone.,False,Polysemy,1.142857143,0.194877267,0.14134413
cast,She cast a glow.,She cast a spear.,False,Polysemy,1.461538462,0.262479603,0.146176755
cast,She cast a glow.,She cast a stone.,False,Polysemy,0.941176471,0.268744171,0.148141026
cast,She cast a shadow.,She cast a glow.,True,Polysemy,3.285714286,0.15237397,0.058177471
cast,She cast a spear.,She cast a stone.,True,Polysemy,3.2,0.166104376,0.054468334
cause,It was a worthy cause.,It was a main cause.,False,Polysemy,2.272727273,0.331558168,0.123266876
cause,It was a worthy cause.,It was a primary cause.,False,Polysemy,2.352941176,0.408631563,0.12228179
cause,It was a political cause.,It was a main cause.,False,Polysemy,2.5,0.297854483,0.101985812
cause,It was a political cause.,It was a primary cause.,False,Polysemy,2.071428571,0.401752174,0.095640481
cause,It was a worthy cause.,It was a political cause.,True,Polysemy,3.461538462,0.155668616,0.081602454
cause,It was a main cause.,It was a primary cause.,True,Polysemy,4.0,0.063994706,0.017945051
cell,It was a skin cell.,It was a prison cell.,False,Polysemy,0.2,0.370926499,0.16009587
cell,It was a skin cell.,It was a jail cell.,False,Polysemy,0.428571429,0.376195669,0.152398884
cell,It was a brain cell.,It was a prison cell.,False,Polysemy,0.272727273,0.429600775,0.125241637
cell,It was a brain cell.,It was a jail cell.,False,Polysemy,0.133333333,0.417385757,0.12647438
cell,It was a skin cell.,It was a brain cell.,True,Polysemy,3.947368421,0.169089794,0.058419585
cell,It was a prison cell.,It was a jail cell.,True,Polysemy,4.0,0.035871804,0.007160008
charm,She had a devilish charm.,She had a gold charm.,False,Polysemy,1.0,0.240996659,0.110680997
charm,She had a devilish charm.,She had a good-luck charm.,False,Polysemy,0.727272727,0.661765426,0.036620796
charm,She had a natural charm.,She had a gold charm.,False,Polysemy,0.588235294,0.244825065,0.154701471
charm,She had a natural charm.,She had a good-luck charm.,False,Polysemy,1.285714286,0.672413886,0.098940611
charm,She had a devilish charm.,She had a natural charm.,True,Polysemy,3.846153846,0.062950611,0.057939589
charm,She had a gold charm.,She had a good-luck charm.,True,Polysemy,3.166666667,0.616652161,0.07942915
check,He checked the engine.,He checked the alibi.,False,Polysemy,3.1,0.196067929,0.111678481
check,He checked the engine.,He checked the facts.,False,Polysemy,2.857142857,0.24142921,0.137530684
check,He checked the oven.,He checked the alibi.,False,Polysemy,2.684210526,0.182829201,0.125203133
check,He checked the oven.,He checked the facts.,False,Polysemy,3.142857143,0.267269194,0.137405217
check,He checked the engine.,He checked the oven.,True,Polysemy,3.666666667,0.117293715,0.09573859
check,He checked the alibi.,He checked the facts.,True,Polysemy,3.6,0.124973059,0.064044297
chicken,They liked the juicy chicken.,They liked the clucking chicken.,False,Polysemy,3.0,0.079601288,0.077332795
chicken,They liked the juicy chicken.,They liked the pet chicken.,False,Polysemy,2.888888889,0.157398224,0.074458599
chicken,They liked the roasted chicken.,They liked the clucking chicken.,False,Polysemy,3.555555556,0.150800705,0.093166828
chicken,They liked the roasted chicken.,They liked the pet chicken.,False,Polysemy,3.571428571,0.202583611,0.074374795
chicken,They liked the juicy chicken.,They liked the roasted chicken.,True,Polysemy,4.0,0.094624102,0.029318571
chicken,They liked the clucking chicken.,They liked the pet chicken.,True,Polysemy,3.5625,0.13973552,0.06022501
class,It was a perceptive class.,It was a boring class.,False,Polysemy,3.545454545,0.092052758,0.0994699
class,It was a perceptive class.,It was a stimulating class.,False,Polysemy,3.583333333,0.078946948,0.072611749
class,It was a misbehaving class.,It was a boring class.,False,Polysemy,2.9375,0.148044109,0.044291019
class,It was a misbehaving class.,It was a stimulating class.,False,Polysemy,2.8,0.133084118,0.085173726
class,It was a perceptive class.,It was a misbehaving class.,True,Polysemy,2.545454545,0.061455071,0.095460892
class,It was a boring class.,It was a stimulating class.,True,Polysemy,3.833333333,0.053896427,0.063209891
clear,He cleared the desk.,He cleared the path.,False,Polysemy,3.333333333,0.282314956,0.093875289
clear,He cleared the desk.,He cleared the road.,False,Polysemy,2.833333333,0.373953938,0.106257439
clear,He cleared the shelf.,He cleared the path.,False,Polysemy,3.466666667,0.193765879,0.118124425
clear,He cleared the shelf.,He cleared the road.,False,Polysemy,2.909090909,0.317057014,0.125001669
clear,He cleared the desk.,He cleared the shelf.,True,Polysemy,3.956521739,0.131476939,0.108689189
clear,He cleared the path.,He cleared the road.,True,Polysemy,3.9,0.101772845,0.045495272
clip,It was a film clip.,It was a hair clip.,False,Homonymy,0.7,0.351907313,0.064445615
clip,It was a film clip.,It was a metal clip.,False,Homonymy,0.555555556,0.333222985,0.097966373
clip,It was a video clip.,It was a hair clip.,False,Homonymy,0.4,0.406234622,0.076359332
clip,It was a video clip.,It was a metal clip.,False,Homonymy,0.222222222,0.380484819,0.101653278
clip,It was a film clip.,It was a video clip.,True,Homonymy,4.0,0.071674526,0.036003411
clip,It was a hair clip.,It was a metal clip.,True,Homonymy,2.714285714,0.208770514,0.067853034
clog,The dancer clogged.,The pipe clogged.,False,Polysemy,0.3,0.173205554,0.096770346
clog,The dancer clogged.,The sink clogged.,False,Polysemy,0.142857143,0.235879421,0.081241608
clog,The choreographer clogged.,The pipe clogged.,False,Polysemy,0.285714286,0.207357526,0.126630962
clog,The choreographer clogged.,The sink clogged.,False,Polysemy,0.461538462,0.240847111,0.111360729
clog,The dancer clogged.,The choreographer clogged.,True,Polysemy,3.368421053,0.13209796,0.02587229
clog,The pipe clogged.,The sink clogged.,True,Polysemy,4.0,0.138669252,0.040646911
cold,It was an icy cold.,It was a chest cold.,False,Polysemy,1.294117647,0.15583688,0.110119402
cold,It was an icy cold.,It was a common cold.,False,Polysemy,0.875,0.177187324,0.100174546
cold,It was a freezing cold.,It was a chest cold.,False,Polysemy,1.230769231,0.184639931,0.117933095
cold,It was a freezing cold.,It was a common cold.,False,Polysemy,0.818181818,0.152515173,0.114774644
cold,It was an icy cold.,It was a freezing cold.,True,Polysemy,3.842105263,0.057332754,0.028746963
cold,It was a chest cold.,It was a common cold.,True,Polysemy,3.444444444,0.175595999,0.09282434
column,It was a gossip column.,It was a concrete column.,False,Polysemy,0.125,0.453143775,0.090889096
column,It was a gossip column.,It was a marble column.,False,Polysemy,0.411764706,0.467917681,0.12032944
column,It was a sports column.,It was a concrete column.,False,Polysemy,0.111111111,0.427443981,0.078556299
column,It was a sports column.,It was a marble column.,False,Polysemy,0.555555556,0.444061756,0.109047771
column,It was a gossip column.,It was a sports column.,True,Polysemy,3.928571429,0.105692744,0.033031523
column,It was a concrete column.,It was a marble column.,True,Polysemy,3.727272727,0.101493776,0.033631325
company,He liked the investment company.,He liked the pleasant company.,False,Polysemy,1.0,0.488830864,0.145881116
company,He liked the investment company.,He liked the polite company.,False,Polysemy,0.733333333,0.481504261,0.141207337
company,He liked the pharmaceutical company.,He liked the pleasant company.,False,Polysemy,0.615384615,0.46819371,0.212740541
company,He liked the pharmaceutical company.,He liked the polite company.,False,Polysemy,0.3125,0.461689591,0.205292463
company,He liked the investment company.,He liked the pharmaceutical company.,True,Polysemy,3.5,0.169793963,0.102344513
company,He liked the pleasant company.,He liked the polite company.,True,Polysemy,3.764705882,0.057559729,0.049681246
cone,It was a waffle cone.,It was an orange cone.,False,Polysemy,1.785714286,0.178199053,0.050908267
cone,It was a waffle cone.,It was a traffic cone.,False,Polysemy,1.133333333,0.320831299,0.069322228
cone,It was a sugar cone.,It was an orange cone.,False,Polysemy,1.466666667,0.162242949,0.041739285
cone,It was a sugar cone.,It was a traffic cone.,False,Polysemy,1.666666667,0.252052665,0.065718114
cone,It was a waffle cone.,It was a sugar cone.,True,Polysemy,4.0,0.150759399,0.040055096
cone,It was an orange cone.,It was a traffic cone.,True,Polysemy,3.647058824,0.228395164,0.0677495
contribution,He made a charitable contribution.,He made a scholarly contribution.,False,Polysemy,3.375,0.306300402,0.104732633
contribution,He made a charitable contribution.,He made a well-written contribution.,False,Polysemy,1.9375,0.538500786,0.067570627
contribution,He made a voluntary contribution.,He made a scholarly contribution.,False,Polysemy,3.411764706,0.311554074,0.1101017
contribution,He made a voluntary contribution.,He made a well-written contribution.,False,Polysemy,2.857142857,0.539172411,0.047388971
contribution,He made a charitable contribution.,He made a voluntary contribution.,True,Polysemy,3.875,0.106847584,0.039962947
contribution,He made a scholarly contribution.,He made a well-written contribution.,True,Polysemy,3.076923077,0.501315743,0.059290111
count,That was the noble count.,That was the final count.,False,Homonymy,0.142857143,0.505488276,0.101866722
count,That was the noble count.,That was the correct count.,False,Homonymy,0.375,0.410678089,0.090347171
count,That was the vengeful count.,That was the final count.,False,Homonymy,0.75,0.376726568,0.141276062
count,That was the vengeful count.,That was the correct count.,False,Homonymy,0.9375,0.288782477,0.135300875
count,That was the noble count.,That was the vengeful count.,True,Homonymy,3.0,0.235204935,0.049302697
count,That was the final count.,That was the correct count.,True,Homonymy,3.416666667,0.172608733,0.063432813
course,It was an introductory course.,It was a charted course.,False,Polysemy,1.25,0.352136493,0.064659238
course,It was an introductory course.,It was a collision course.,False,Polysemy,1.375,0.476619899,0.099086463
course,It was a pass-fail course.,It was a charted course.,False,Polysemy,0.7,0.654132903,0.061700404
course,It was a pass-fail course.,It was a collision course.,False,Polysemy,1.111111111,0.667362005,0.068087399
course,It was an introductory course.,It was a pass-fail course.,True,Polysemy,3.909090909,0.595319211,0.053492665
course,It was a charted course.,It was a collision course.,True,Polysemy,2.222222222,0.28404367,0.085401952
cross,He crossed a road.,He crossed an enemy.,False,Polysemy,0.727272727,0.328189552,0.101659954
cross,He crossed a road.,He crossed a friend.,False,Polysemy,0.375,0.47225827,0.097827077
cross,He crossed a room.,He crossed an enemy.,False,Polysemy,0.882352941,0.324942768,0.104293823
cross,He crossed a room.,He crossed a friend.,False,Polysemy,0.642857143,0.429726541,0.088190854
cross,He crossed a road.,He crossed a room.,True,Polysemy,2.666666667,0.21152842,0.08060652
cross,He crossed an enemy.,He crossed a friend.,True,Polysemy,3.0,0.156759024,0.066878438
date,It was a dinner date.,It was an expiration date.,False,Polysemy,1.25,0.350375831,0.095204234
date,It was a dinner date.,It was a historical date.,False,Polysemy,1.176470588,0.52690661,0.100363076
date,It was a blind date.,It was an expiration date.,False,Polysemy,0.230769231,0.402957261,0.083028615
date,It was a blind date.,It was a historical date.,False,Polysemy,0.75,0.53855145,0.06692189
date,It was a dinner date.,It was a blind date.,True,Polysemy,3.882352941,0.233226001,0.079917014
date,It was an expiration date.,It was a historical date.,True,Polysemy,2.928571429,0.421628237,0.076293349
degree,It was about forty degrees.,It was about associate degrees.,False,Polysemy,0.071428571,0.530085713,0.169271886
degree,It was about forty degrees.,It was about college degrees.,False,Polysemy,0.166666667,0.548691094,0.175453067
